"Subject" "Activity"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "STANDING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "SITTING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "LAYING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_DOWNSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
2 "WALKING_UPSTAIRS"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "STANDING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "SITTING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "LAYING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_DOWNSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
4 "WALKING_UPSTAIRS"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "STANDING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "SITTING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "LAYING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_UPSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
9 "WALKING_DOWNSTAIRS"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "STANDING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "SITTING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "LAYING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
